userId,movieId,rating,timestamp
387,1196,4.5,1094876567
202,1204,5.0,974923127
382,47124,3.5,1515173781
155,153,3.0,961861424
424,6212,1.0,1457846610
371,31696,4.5,1407691892
68,150,3.0,1158531364
330,1394,4.0,1285905549
411,300,3.0,835532155
380,1702,3.0,1494278922
326,8665,5.0,1463936893
203,4022,4.0,1390095330
274,26736,4.5,1239123373
475,4446,5.0,1498030760
388,103335,5.0,1386690120
606,44694,4.5,1171234909
247,589,3.5,1467644318
313,3081,4.0,1030475654
434,799,3.5,1270602491
338,30793,2.5,1530148341
244,2890,3.0,975076228
560,136020,2.5,1469647583
20,3535,1.0,1054037573
365,151739,3.0,1488858021
199,300,4.0,940372390
585,2076,4.0,1307416302
534,76293,4.0,1459787998
275,4102,2.0,1049077179
483,60161,3.5,1236293063
534,5445,4.5,1459787997
482,2792,4.0,1105396579
414,45666,2.5,1216150336
546,2533,2.0,973588592
195,4280,4.0,1008559202
381,2355,4.0,1165975879
597,348,5.0,941558002
371,3809,4.0,1407691803
606,27722,4.0,1180473187
561,370,3.0,1491095469
603,172,2.0,963177950
357,246,4.5,1348610492
469,3633,4.0,965333936
51,2097,2.5,1230931323
380,6281,3.5,1508777884
188,2858,3.0,962559768
169,6345,5.0,1059427702
394,553,4.0,838994626
323,410,2.5,1422640137
514,4533,3.0,1534086379
606,7292,2.5,1173829806
7,1682,3.0,1106635653
489,3638,3.0,1333232859
166,2542,3.5,1189038293
177,1235,3.0,1435534931
256,117529,4.0,1446999941
367,500,5.0,997812555
131,778,4.0,1349840763
91,2355,3.5,1112713442
599,1527,4.0,1498498913
318,90866,4.0,1424546849
450,1673,5.0,974704982
365,79702,2.5,1488332782
286,7153,5.0,1119561518
254,48043,3.5,1180447654
294,500,3.0,966594786
427,5151,2.5,1053070768
326,4226,3.5,1322867669
111,51662,4.0,1516140798
68,87430,3.5,1312685419
597,2529,5.0,941729293
176,457,5.0,840108793
560,134130,4.0,1469647282
230,50872,3.5,1196305180
217,164,3.0,955943002
229,648,4.0,838144015
474,3006,4.0,979179921
610,86898,5.0,1493847938
132,30749,4.0,1157920397
474,2424,5.0,974669217
368,110,4.0,971274692
590,8965,3.0,1267150957
89,54503,2.0,1520408729
279,377,3.5,1506395289
92,55282,4.0,1294941914
292,86880,4.0,1421974612
182,2770,2.5,1055155607
474,9018,4.0,1101737052
476,165,3.0,835021342
474,2123,2.0,1015352769
573,102125,5.0,1370377430
380,66934,4.0,1494696134
548,74532,3.0,1494880125
199,1296,4.0,1023655054
610,4886,4.0,1479542968
399,5952,5.0,1167220309
455,253,3.0,836435957
74,3273,2.5,1207499293
497,112556,3.5,1429127214
405,208,4.0,1295912225
305,8371,3.0,1460136253
403,180,4.0,1225243348
364,260,4.0,869443424
596,40826,3.5,1535829343
414,2414,4.0,961594982
325,4714,2.0,1039397724
299,3755,3.0,974620300
240,160,4.0,849122346
556,187031,4.0,1534321194
474,1748,4.0,1132173434
248,116823,3.5,1534592081
438,588,4.0,1105666138
226,1035,3.0,1095663039
9,2877,3.0,1044657221
475,2006,4.5,1498029445
212,96821,4.0,1490115530
448,1188,3.0,1019127229
105,5956,4.0,1446571944
480,1179,3.5,1179162056
373,350,3.0,846830094
474,8610,3.5,1087995303
217,479,3.0,955941308
381,2003,3.0,1167542374
68,2019,3.5,1158534757
19,2840,2.0,965711793
387,762,1.5,1095040724
294,1517,1.0,966595174
580,5608,4.0,1212342173
476,261,5.0,835021800
91,3623,2.0,1112712123
231,260,4.0,1433089449
305,44199,5.0,1460135627
202,1663,4.0,974923806
274,59727,2.0,1225092700
537,2329,4.5,1424141439
414,1013,3.0,961518330
307,48518,2.0,1189608059
288,63082,4.0,1252589552
355,3269,4.0,974965782
354,1378,3.5,1200865486
77,4973,2.5,1535107527
200,63433,4.0,1229887817
561,8528,3.0,1491094567
356,30822,3.5,1229140623
45,3033,4.0,959625116
489,45666,0.5,1333659159
288,4443,3.0,1050510765
413,68157,5.0,1484439867
68,1345,3.0,1230498603
479,3100,4.0,1039362765
452,541,5.0,1013395184
538,81845,5.0,1307846161
58,454,3.0,847718617
104,7361,2.5,1200096885
163,1617,3.0,894217532
282,4499,5.0,1378489704
181,170,3.0,845470611
474,7840,3.0,1089638217
334,63082,3.5,1237059205
307,1805,1.0,1186162633
428,163,3.0,1111487458
33,446,5.0,939716559
600,1674,3.0,1237742534
477,558,3.0,1200945872
446,339,3.0,843839207
495,102123,2.5,1458636801
562,26357,4.0,1368893516
599,26741,1.5,1498505302
555,1336,1.0,980126214
546,3566,3.0,973588490
590,3421,3.5,1258419759
179,344,3.0,840907370
275,2918,5.0,1049076911
610,97913,4.0,1493846512
369,4878,4.0,1237083040
177,8665,4.0,1435525969
534,59615,3.5,1459787998
484,1213,4.5,1342228582
292,79695,3.5,1329657226
6,362,3.0,845553994
219,6482,0.5,1198782879
146,1367,3.0,1312508157
546,3939,5.0,973588747
140,8493,4.0,1124825411
448,1459,2.0,1275824371
217,986,4.0,955941949
169,1307,4.0,1059428049
298,5218,2.0,1449592054
480,6006,1.5,1179166086
381,5989,4.0,1165975319
414,1735,4.0,1026224122
217,2989,3.0,956194984
368,2533,3.0,971273801
305,68554,3.0,1460136769
610,60072,2.0,1493849053
1,553,5.0,964984153
325,111,5.0,1039395609
566,296,4.0,849005100
502,3147,5.0,1111757817
372,280,3.0,874416992
20,5618,5.0,1054037190
412,898,5.0,939114116
187,110,3.0,1161863869
305,1136,2.5,1463437043
295,1586,2.0,1320064451
119,3147,5.0,1435944293
493,3863,1.0,1001562434
318,110730,2.5,1414693824
307,6711,4.0,1186162158
474,6296,4.0,1065446100
561,1263,4.0,1491094994
62,111759,4.0,1521489609
452,163,4.0,1013394759
318,364,4.5,1272912559
387,32314,3.5,1185777069
610,4344,2.5,1493847413
14,231,3.0,835441042
232,70336,2.5,1269465756
604,169,3.0,832081027
365,135569,2.5,1489016788
167,5218,4.0,1154721901
288,3526,3.0,975692602
372,1041,4.0,874415199
410,3911,4.0,990728733
608,4963,4.5,1117162382
28,64614,4.0,1234570126
18,50872,3.5,1455059813
368,2028,5.0,971274649
460,1097,3.5,1359177501
309,1952,1.5,1086565661
414,314,3.0,961594869
199,3082,3.0,945008950
577,2020,4.0,945978416
414,8641,3.0,1122560776
438,6537,4.0,1105664525
18,66934,4.0,1456924733
263,5349,4.0,1026158404
380,2571,4.5,1493419763
249,161131,4.0,1479071238
322,1784,3.0,1217676489
474,31030,4.0,1107444837
68,4016,4.0,1268849072
202,1129,3.0,974923220
190,6874,4.0,1504310050
294,1285,3.0,966595458
465,3698,4.0,959895724
292,56775,4.0,1483194003
562,4442,4.5,1368896067
294,3210,4.0,966595458
298,5872,2.5,1449592202
608,7438,4.0,1189471137
237,1625,4.5,1410632299
414,3508,5.0,961513402
339,109374,4.0,1460185421
464,1210,5.0,1275549267
177,49286,3.5,1435525675
111,4306,3.0,1516140840
599,5961,1.5,1498503879
275,4448,4.0,1049077892
187,541,4.5,1161850214
603,57,2.0,963180025
177,2300,4.0,1435535252
4,2145,3.0,986935328
483,3793,3.0,1181494884
477,1278,4.0,1200940842
328,91535,2.0,1494211319
307,58287,1.0,1242822669
588,766,3.0,839316954
7,30812,3.5,1113353083
282,296,4.0,1378490071
181,595,4.0,845469365
167,1021,2.5,1154722228
477,1584,4.0,1200939987
294,1500,4.0,966595113
448,7137,4.0,1157300800
4,1885,3.0,964622617
112,1196,5.0,1442535776
307,2918,3.0,1186161545
550,60069,4.0,1488728600
137,7396,3.5,1204863659
346,7327,4.5,1125857651
585,111,4.5,1307581719
259,153,4.0,1146845627
301,4963,4.0,1211377329
79,3104,5.0,975282009
438,2549,3.0,1105664802
469,1587,4.0,965334400
412,1617,5.0,939114687
17,150,3.5,1305696497
381,2,4.0,1166971855
410,111,3.0,990807684
460,48516,4.0,1359177866
199,8984,3.0,1113258696
140,1584,5.0,949666942
252,166643,4.0,1498284578
75,47,2.0,1158968272
125,68157,2.5,1474481035
187,1206,4.0,1161849504
453,318,5.0,972621207
414,65130,4.0,1251142119
220,3994,3.5,1230061848
517,2953,5.0,1487954426
358,2144,3.0,1339539145
288,3250,2.0,976121266
501,3,5.0,844973817
136,316,2.0,832449197
414,4247,2.0,1072058401
483,115065,2.0,1415575570
477,1367,3.0,1200946401
505,6731,5.0,1298779814
563,105844,4.0,1448076923
517,1234,2.0,1487953346
580,2355,3.5,1167792353
542,30793,1.0,1163387202
402,780,5.0,852552188
517,1029,4.0,1487954350
387,1302,2.0,1095040729
91,533,4.0,1112716908
367,3743,3.0,997812510
306,60069,5.0,1518326983
347,377,4.0,847645738
572,1193,5.0,945889361
489,6615,1.0,1333659071
28,5349,3.5,1234515706
179,708,4.0,852114193
474,8451,3.5,1086098889
357,1027,3.5,1348627043
301,8636,3.0,1211377699
587,500,5.0,953139233
113,3168,4.0,980307140
20,13,4.0,1054038425
28,8636,3.0,1234572135
575,2599,4.0,926510403
368,1556,1.0,971277412
339,7001,4.5,1461140013
42,1513,3.0,996262592
111,65216,3.5,1516152206
368,95,2.0,971277081
535,2882,1.0,939028580
599,6348,2.5,1498516365
555,344,4.0,978747261
553,296,5.0,1219557512
489,5309,3.0,1333659760
211,2642,3.5,1350912090
274,2060,4.0,1171932682
275,1197,5.0,1049076865
21,480,4.0,1418063303
182,6187,4.5,1063274782
337,555,5.0,860256119
527,1031,4.0,1033175958
606,68,4.0,1171817003
140,3555,4.0,973800103
414,529,4.0,961517293
474,5475,3.5,1201833285
610,100810,2.0,1493848508
610,6686,1.0,1479542333
328,135569,3.5,1494211342
477,7143,3.0,1201159467
525,27660,3.0,1476481149
217,2252,3.0,955944531
182,4034,3.5,1057526304
584,47,5.0,834987730
602,550,4.0,840876417
368,996,2.0,975829943
577,2476,3.0,945966506
140,912,4.0,1085569768
560,92694,4.0,1469651753
357,1101,4.0,1348612212
603,3702,4.0,963177144
156,2136,2.0,939853337
274,4958,2.5,1171828164
477,1676,2.0,1200941242
89,132584,3.5,1520409081
462,8865,2.0,1127100817
274,1641,4.0,1232701014
203,88744,4.0,1390095020
282,5349,4.0,1378495635
19,788,2.0,965703885
597,858,5.0,940361738
428,1639,5.0,1111487474
177,39183,3.0,1435524781
78,836,3.0,1252573377
409,1304,5.0,968978828
131,1214,4.5,1349840573
606,6436,3.0,1177513082
597,485,1.0,941730541
274,33132,1.5,1172023871
200,6365,5.0,1229885931
280,1569,4.0,1348435606
89,1269,2.5,1520408303
19,1517,3.0,965705845
352,74458,5.0,1493932050
18,91485,3.5,1489780980
67,8604,5.0,1501273663
1,3441,5.0,964982328
134,47,4.0,832841168
31,1231,3.0,850467468
580,5522,2.5,1167793407
239,1240,4.0,1221158296
104,4973,5.0,1048586531
39,1968,5.0,974788384
313,2161,2.0,1030475440
64,1405,4.0,1161565633
198,4128,3.0,1034196916
117,249,4.0,844163543
594,2807,5.0,1108975457
312,1183,5.0,1043177268
378,3114,4.5,1445347203
597,1997,5.0,941640314
233,54286,3.0,1472587447
566,236,4.0,849005968
177,55872,4.0,1435837237
606,1916,3.0,1173392294
600,1007,3.0,1237710455
566,300,3.0,849005614
48,8371,4.0,1127128944
474,3148,3.0,1047054485
240,356,5.0,849122130
398,32,5.0,1311207513
366,116797,4.5,1445546462
463,4310,3.0,1145460333
72,296,4.5,1217324757
382,54732,3.0,1515148883
41,8874,2.0,1459368422
182,3326,2.5,1055152140
382,109846,3.5,1515249603
603,1312,3.0,963179585
187,3681,4.5,1161849748
50,1223,3.0,1514238949
137,356,3.5,1204859455
111,166461,4.5,1516151400
140,261,4.0,949667125
599,8799,1.5,1498504605
414,4290,2.0,992878662
407,293,3.0,1424349633
353,552,2.0,831940625
122,76251,4.0,1461561555
217,1396,5.0,955942978
362,293,4.5,1530640194
385,1031,3.0,842892404
490,86347,4.0,1328200188
68,5582,4.0,1275958168
602,153,4.0,840875538
448,1148,4.0,1028110632
249,135133,4.0,1465160389
62,110,4.5,1521822303
6,31,3.0,845553819
586,130520,4.5,1529899897
234,1036,4.0,1004407980
374,1345,4.0,849089401
313,4571,3.0,1030475440
318,2542,4.0,1233957039
573,1573,4.5,1248842087
448,1275,5.0,1019124306
509,92509,3.0,1435997923
189,4993,4.0,1439465093
111,135861,2.0,1516152286
158,2490,5.0,1290764747
64,6377,5.0,1161520313
561,4027,4.0,1491094633
561,110,5.0,1491090875
307,5294,4.0,1190852080
511,4993,5.0,1450093997
249,34048,3.5,1355366539
414,89804,4.0,1485656889
10,58559,4.5,1455302113
599,31878,2.5,1498516404
68,5502,3.5,1158532382
346,4262,3.5,1125858321
453,1704,3.0,972622526
567,145839,1.5,1525288886
187,4720,4.5,1161850286
191,293,5.0,829760898
111,87485,3.5,1516151619
50,176101,1.0,1514498012
391,3470,5.0,1032387517
294,3108,5.0,966595639
166,10,4.5,1190827465
68,56949,4.0,1261624337
232,6958,2.0,1218170589
489,432,1.0,1385823787
68,1544,2.0,1158532643
448,94777,2.5,1338145121
409,2770,3.0,968978115
313,316,4.0,1030474889
89,132800,4.5,1520409127
325,5072,4.0,1039396324
66,3578,3.5,1093747720
380,6807,4.0,1493474370
57,1249,4.0,969754942
479,2108,5.0,1039362765
587,252,4.0,953140266
182,4776,3.0,1055157289
221,1267,4.0,1111176429
80,85414,4.5,1377308300
182,2344,3.0,1054780963
19,1816,1.0,965706415
45,51080,4.5,1193289356
274,4340,2.0,1171932471
312,5812,4.0,1043177830
149,1097,4.0,902084874
32,661,3.0,856736262
608,3275,4.5,1147794801
361,1374,2.0,1204045808
8,377,4.0,839463644
226,2515,2.0,1096421612
414,2716,5.0,961436763
448,2948,4.5,1091351489
19,455,2.0,965710092
305,4700,3.0,1460303465
419,3578,4.0,1321659132
327,1125,4.0,1234787254
205,81834,4.0,1519900899
572,933,5.0,945893455
68,54281,3.5,1240092802
368,2818,1.0,971275255
600,539,2.0,1237742333
104,6188,2.0,1299097827
474,5682,4.0,1048279742
182,2858,5.0,1054780327
288,2194,3.0,976138271
387,7004,2.5,1094942252
4,1914,4.0,964622714
254,44929,4.5,1180563082
465,3256,4.0,959896167
182,4239,4.0,1055157171
573,3897,3.5,1187044921
597,2819,5.0,941640433
448,141004,2.0,1478451277
143,7169,5.0,1444880246
162,509,4.0,836511364
384,344,4.0,993555941
463,552,3.5,1145459400
166,2324,4.5,1189038292
540,33493,5.0,1179108756
420,6874,4.0,1218037183
610,231,4.0,1479544262
562,2459,4.0,1368897337
572,1950,5.0,945890206
104,6377,4.0,1068925612
581,3949,4.5,1447007173
68,6323,2.5,1158533404
140,4234,3.0,1012505945
48,1653,4.5,1127128650
555,3791,1.0,978823310
100,3512,4.0,1100184143
307,32213,1.5,1189608029
474,7882,3.0,1084365770
199,1267,5.0,940381876
182,333,3.5,1055155341
474,1091,2.0,1046887963
79,1240,4.0,975281904
606,69644,4.0,1349091598
274,1431,3.5,1171830666
274,37380,2.0,1171828618
1,2387,5.0,964983123
388,63239,3.0,1386690351
28,8493,3.0,1237619403
20,2033,4.0,1054038365
243,193,5.0,837155377
535,2447,2.0,939029700
480,3421,3.0,1179160638
139,48394,1.5,1453924232
232,7293,4.0,1083112841
338,190215,1.5,1530148477
567,8189,3.0,1525286677
524,367,5.0,851608818
18,53972,3.0,1455232038
420,62956,4.0,1229802566
83,5349,2.5,1333842608
474,5021,2.5,1064172039
84,356,5.0,857653593
587,2247,3.0,953139541
592,586,4.0,837350242
610,89837,4.5,1479543403
66,922,5.0,1104644777
414,2908,4.0,976894910
246,94777,4.0,1354149325
550,356,4.0,1488629938
269,1,5.0,850865423
380,147374,3.0,1493422079
447,339,3.0,836960825
534,165,4.5,1459787998
599,4440,2.5,1498540742
602,533,3.0,840876260
66,6996,2.0,1097804327
111,76077,4.5,1516141807
376,1265,4.0,1364933800
128,1066,5.0,899032763
68,55830,4.0,1208743338
561,8633,3.5,1491095475
103,2761,3.0,1431968046
380,2010,4.0,1536873291
339,8529,4.0,1460183233
305,92507,4.0,1460366188
313,1754,3.0,1030558370
328,70286,3.0,1494207173
414,1625,4.0,961437391
380,2085,3.0,1494803881
368,1917,3.0,971276975
111,104644,0.5,1517441300
495,1721,5.0,1458635859
414,5449,1.5,1053552027
51,1834,4.0,1230930432
474,8331,4.0,1201833049
480,52973,4.5,1182448280
506,49286,1.0,1424487024
68,1200,2.5,1158531997
288,2403,2.0,976138399
381,6365,4.0,1165975402
368,762,2.0,975828507
419,2502,4.0,1321757444
610,5459,3.0,1493844971
331,6874,4.0,1537157690
152,1193,4.5,1450572437
390,5072,4.5,1250337987
84,181,3.0,860397928
552,3753,2.0,1111473133
606,4506,3.5,1171375678
239,318,5.0,1221158260
247,115149,5.0,1467682319
534,132046,4.5,1459787996
349,357,4.0,834751235
263,7151,3.5,1090948215
599,520,3.0,1498521958
387,7206,4.0,1117355772
474,5644,4.0,1063631056
428,7438,4.0,1111487713
240,529,4.0,849122745
21,115502,3.5,1441393892
367,3510,5.0,997813038
177,2644,2.5,1435538779
140,6874,2.0,1115290612
177,58047,3.5,1435529811
217,1004,3.0,955941623
600,32587,2.0,1237850770
509,5971,4.0,1435992329
484,33166,5.0,1342294958
188,1537,4.0,962559740
391,592,4.0,1032388911
475,4366,4.5,1498031266
201,2245,5.0,939810830
525,527,4.0,1476481327
63,89745,3.5,1443199946
220,3751,3.5,1230061175
610,3481,4.0,1493845036
221,1321,4.0,1111176422
27,1247,2.0,965149490
577,1288,3.0,945978383
387,2712,4.0,1094849183
483,81834,4.5,1292633328
516,2259,3.0,994624968
560,94959,3.5,1469652710
438,36525,4.0,1127002058
452,1833,4.0,1019580934
382,117545,3.5,1515171986
66,5459,2.0,1113188404
16,4993,3.5,1377477289
226,2987,3.0,1095662432
257,7,1.0,1141625546
75,5008,4.0,1158968122
24,32,3.5,1458942033
304,707,4.0,891173643
452,2533,5.0,1019580965
525,8368,4.5,1476479356
560,32587,4.5,1469648087
182,3747,4.0,1055157037
550,122904,5.0,1488728439
325,1207,4.0,1039397109
165,4963,5.0,1046741972
83,1204,3.0,1333843536
395,1027,3.0,841504945
387,7327,4.5,1123218058
266,441,3.0,945669397
509,5459,3.0,1435993428
144,150,3.0,1137323392
479,3421,4.0,1039362056
305,85342,4.0,1460304870
68,30749,3.5,1526948322
480,2692,4.0,1179178092
298,4022,2.5,1447598123
414,53993,2.5,1216149774
138,2924,5.0,1222676473
178,8961,4.0,1164354909
517,898,3.0,1487957269
275,5745,5.0,1049077032
517,592,3.0,1487957995
313,3863,5.0,1030475292
532,1198,4.0,1025523148
553,44199,5.0,1219560250
159,46976,1.0,1508641051
126,316,1.0,845925656
380,48518,3.0,1494796464
350,1073,3.0,864940972
171,1208,5.0,866905820
474,266,2.0,974666749
275,905,3.0,1049079216
606,7323,4.5,1171233972
381,2140,3.5,1164876960
297,1037,2.0,900876328
108,5218,4.0,1042839273
216,2239,5.0,975212699
346,1248,4.5,1125857630
532,517,5.0,1025523354
334,58559,3.0,1225478052
19,328,2.0,965705076
599,6548,1.5,1498504650
599,2692,4.5,1498459518
122,94959,5.0,1461561608
522,4963,4.5,1254547310
177,41285,4.0,1435525072
474,7132,3.5,1138039740
89,588,1.0,1520408342
446,223,4.0,843839575
599,2420,4.0,1498498993
599,6003,3.0,1498527101
566,736,4.0,849006000
129,33004,3.5,1167377482
279,7438,2.0,1506395304
40,685,5.0,832060442
219,5349,3.5,1194740109
294,663,1.0,966595559
64,500,3.5,1161520572
610,72378,3.0,1493845552
414,4774,3.0,1034687236
298,1206,3.5,1447585008
166,2951,4.5,1190682655
448,6365,1.5,1206302799
298,60161,4.0,1447517228
495,1485,4.5,1458636139
83,5418,0.5,1333842535
501,15,1.0,844973980
482,6754,4.0,1105396491
91,4351,3.5,1112716638
70,3468,5.0,1355198425
563,7380,3.0,1441845645
480,3448,4.0,1179161985
596,167746,5.0,1535711673
301,30707,4.5,1211378689
111,168326,4.0,1517440858
307,274,1.5,1186173147
328,8961,5.0,1494212108
57,1499,1.0,969754008
560,99114,3.5,1469648007
382,7444,3.5,1515172672
68,541,2.0,1158532190
383,2712,1.0,943570276
465,2427,4.0,959896591
68,1088,3.5,1158534614
372,21,3.0,874416570
563,75805,3.0,1446856690
414,61132,4.0,1273977332
606,1217,4.0,1171324457
414,160080,3.0,1485656197
482,1220,3.0,1105396001
513,110,4.0,1159980717
480,43914,4.0,1179164007
249,47810,1.0,1354895863
41,111921,4.0,1458938979
64,356,4.0,1161520004
474,48774,4.0,1180012229
594,273,3.0,1108951263
105,163386,5.0,1526207543
480,7173,2.0,1179164249
287,6296,5.0,1110231591
448,5,3.0,1019128415
346,4641,3.5,1094651056
610,5110,4.0,1493847209
607,1259,5.0,963079238
454,27773,3.0,1279480436
597,2144,5.0,940361829
387,2502,4.0,1094876743
232,34520,2.5,1218169914
318,3006,4.0,1456621362
124,2161,3.5,1336409645
249,90522,3.0,1347887015
290,3203,3.0,975032234
246,49272,5.0,1353869375
298,231,2.5,1447584441
140,6753,3.5,1067986859
313,1214,4.0,1030474666
178,736,3.0,1164355295
169,5620,4.0,1059429329
285,111,5.0,1451151304
66,6708,5.0,1104644876
348,1208,5.0,1378850772
66,8874,5.0,1112589663
387,7044,3.0,1094875717
104,586,3.0,1048595309
83,1199,2.5,1333843571
122,97306,4.0,1461562618
339,2959,4.0,1460519022
42,1245,5.0,996217857
480,2023,3.0,1179178699
274,2726,4.0,1226314584
232,6338,3.0,1182908416
580,2311,3.0,1167792681
105,93790,4.0,1446574114
425,741,2.5,1106482697
563,70932,2.0,1446590097
361,745,2.0,1204047580
122,442,4.0,1461562544
274,32587,4.5,1171172648
307,1347,3.0,1186162828
4,648,3.0,945079906
275,1097,4.0,1049079449
447,153,4.0,836960630
414,4482,2.0,1064941938
325,1573,4.0,1039396740
488,8360,5.0,1112382147
312,2657,2.0,1043176364
19,589,5.0,965710720
493,1918,4.0,1001562491
448,136562,3.0,1477767407
124,318,4.5,1336412895
268,2351,5.0,940180936
562,2858,5.0,1368893988
464,110,5.0,1275548911
448,139857,1.5,1485806308
243,527,3.0,837155258
68,724,3.0,1261623297
182,6305,4.5,1077804792
474,3466,3.0,979179792
369,2021,3.0,1236830316
